y_true,y_prob
0,0.07483570765056163
0,0.04308678494144077
0,0.08238442690503463
0,0.12615149282040128
0,0.038292331263833204
0,0.03829315215254098
0,0.1289606407753696
0,0.08837173645764544
0,0.026526280703252397
0,0.07712800217929824
0,0.02682911535937689
0,0.026713512321487158
0,0.06209811357830171
0,0.0
0,0.0
0,0.021885623537951367
0,0.0
0,0.0657123666297637
0,0.004598796223939445
0,0.0
0,0.12328243844607771
0,0.03871118497567322
0,0.053376410234396196
0,0.0
0,0.02278086377374087
0,0.055546129485493305
0,0.0
0,0.0687849009172836
0,0.019968065504059752
0,0.03541531251033616
0,0.019914669388530155
0,0.1426139092254469
0,0.04932513876310331
0,0.0
0,0.09112724560515946
0,0.0
0,0.060443179750237774
0,0.0
0,0.0
0,0.05984306179345618
0,0.08692332899977052
0,0.05856841405949853
0,0.044217585880587974
0,0.03494481522053556
0,0.0
0,0.014007789580264569
0,0.026968061452010625
0,0.1028561113109458
0,0.06718091447842307
0,0.0
0,0.06620419846973975
0,0.030745885979184175
0,0.016153899984702066
0,0.0805838144420434
0,0.10154997612479755
0,0.09656400595580994
0,0.008039123838868073
0,0.034539381207439275
0,0.0665631715701782
0,0.09877725635611796
0,0.026041288107735504
0,0.04071705116680915
0,0.0
0,0.0
0,0.0906262911197099
0,0.11781200142854115
0,0.04639949392098331
0,0.10017664489460121
0,0.06808180125238171
0,0.017744012269743786
0,0.0680697802754207
0,0.12690182832329847
0,0.048208698044502424
0,0.1282321827907003
0,0.0
0,0.0910951252187612
0,0.05435235341190857
0,0.03504963247670661
0,0.05458803882677512
0,0.0
0,0.03901640560812441
0,0.06785562857558733
0,0.12389470223707581
0,0.024086489086317633
0,0.00957531985534062
0,0.024912147820773174
0,0.0957701058851037
0,0.06643755548298423
0,0.023511989811648062
0,0.0756633716556678
0,0.05485387746740202
0,0.09843224952664446
0,0.014897345306132383
0,0.033616892670111594
0,0.03039459234339212
0,0.0
0,0.0648060138532288
0,0.06305276360899446
0,0.050255672832123045
0,0.03827064333124263
0,0.0
0,0.02896773386173205
0,0.03286427417366153
0,0.009886136538919055
0,0.04193571441669955
0,0.07020254284072693
0,0.1443092950605265
0,0.05872889064159195
0,0.0628775195361382
0,0.046277704211691646
0,0.0
0,0.04867430622753916
0,0.05301151049705132
0,0.17316210562426432
0,0.04038195176094388
0,0.06507736711668062
0,0.048264411514737836
0,0.0
0,0.10714114072575104
0,0.08759665163433872
0,0.08955159735215235
0,0.004530627260263054
0,0.12013971554680497
0,0.0
0,0.07934285469001352
0,0.15952278129049893
0,0.0004731837434655828
0,0.021685113519861406
0,0.054982568254382067
0,0.02482621729419004
0,0.0
0,0.05342814874030137
0,0.0
0,0.07367962153175908
0,0.004028788288309832
0,0.127496720250877
0,0.010837335383188146
0,0.033896924189716224
0,0.09067586086848349
0,0.0
0,0.06137299673020647
0,0.11535713771412141
0,0.0
0,0.05923169292661521
0,0.06299413971242118
0,0.08909114358886551
0,0.0
0,0.0
0,0.07609707828084489
0,0.0648492336616593
0,0.06252464251729384
0,0.0673224104748488
0,0.01599876392107546
0,0.06161268485805018
0,0.06465362366493406
0,0.01428242909868161
0,0.14328872555723784
0,0.07369164604558938
0,0.0
0,0.08282768043169149
0,0.0012659164886339282
0,0.0893542301871226
0,0.1079297789503702
0,0.008965884082414477
0,0.0981688064622161
0,0.07063904634682491
0,0.09110300799972451
0,0.14483964913269737
0,0.03773059419985648
0,0.012313191782125522
0,0.005524278518723835
0,0.009209485751728086
0,0.0461449145292948
0,0.06705759874083218
