y_true,y_prob
0,0.0
0,0.0
0,0.0825943187414828
0,0.2299337821849383
0,0.4048324653213757
0,0.3388271886743529
0,0.0
0,0.12565754756686953
0,0.21527511774051333
0,0.1475585751107001
0,0.14614095482634112
0,0.0
0,0.0
0,0.11941203017214536
0,0.0
0,0.32812886400197094
0,0.0
0,0.3373676266530276
0,0.319783200894182
0,0.09126139137752315
0,0.40010966514030755
0,0.34863946898498666
0,0.13820770583307188
0,0.11564807696166034
0,0.4194465571328714
0,0.24640276788153284
0,0.4089394336736285
0,0.0
0,0.21969701940389244
0,0.0
0,0.1948422985026474
0,0.3427640416691768
0,0.5478280291498205
0,0.012366654312562808
0,0.09485903893960342
0,0.1808934185848925
0,0.005093779707621904
0,0.39571194575785146
0,0.18598109092687531
0,0.2243914046752092
0,0.32403462535483174
0,0.18565769672491814
0,0.03649217436482697
0,0.18739595234030662
0,0.028763728097322173
0,0.22159617782329727
0,0.3993875441603593
0,0.0
0,0.0
0,0.20984998718393483
0,0.04644007665121881
0,0.2063490548823938
0,0.2640807041219402
0,0.0
0,0.3379698855317084
0,0.0
0,0.19553040988706202
0,0.06812353291231397
0,0.08960859704314113
0,0.5387915879235976
0,0.2638535041591322
0,0.3809376805907182
0,0.2301882708405486
0,0.3240027149309908
0,0.2834756724286904
0,0.25089122893736515
0,0.421431181832936
0,0.23130109076885402
0,0.6570297144435411
0,0.39210631456248757
0,0.0
0,0.16469005820340354
0,0.2794155198981337
0,0.2088993671424074
0,0.3373746837944336
0,0.35940334096677473
0,0.0
0,0.45621550894329893
0,0.10063650690279113
0,0.08081909882704857
0,0.08017552145889191
0,0.36171528119811663
0,0.1465864603704428
0,0.06728967113245853
0,0.11520816851129256
0,0.0
0,0.03156724720970263
0,0.0
0,0.14616613390082175
0,0.3328386540547185
0,0.3107751801866454
0,0.45135009950931665
0,0.40679516345932415
0,0.09428065701632458
0,0.20381428015074265
0,0.1934887811557163
0,0.0
0,0.0
0,0.16654266456977754
0,0.16542071297183833
0,0.3024650108410334
0,0.29272832590716963
0,0.0
0,0.30371934689150604
0,0.23571744129075275
0,0.32467463632892585
0,0.4133731175283179
0,0.17142340544240567
0,0.44911764739601595
